created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2020-07-12 19:50:11 -03,12268,"29.86
","1012.70
","76.80
","0.00
","90
",,,,
2020-07-12 19:50:43 -03,12269,"29.87
","1012.71
","76.60
","0.00
","90
",,,,
2020-07-12 19:51:14 -03,12270,"29.87
","1012.71
","76.70
","0.00
","90
",,,,
2020-07-12 19:51:46 -03,12271,"29.87
","1012.72
","76.40
","0.00
","90
",,,,
2020-07-12 19:52:17 -03,12272,"29.77
","1012.70
","76.60
","0.00
","90
",,,,
2020-07-12 19:52:48 -03,12273,"29.79
","1012.67
","76.50
","0.00
","90
",,,,
2020-07-12 19:53:20 -03,12274,"29.81
","1012.68
","76.90
","0.00
","90
",,,,
2020-07-12 19:53:51 -03,12275,"29.84
","1012.66
","77.00
","0.00
","90
",,,,
2020-07-12 19:54:22 -03,12276,"29.83
","1012.67
","76.50
","0.00
","135
",,,,
2020-07-12 19:54:54 -03,12277,"29.85
","1012.71
","76.70
","0.00
","90
",,,,
2020-07-12 19:55:25 -03,12278,"29.84
","1012.70
","76.70
","0.00
","90
",,,,
2020-07-12 19:55:56 -03,12279,"29.87
","1012.72
","76.70
","0.00
","90
",,,,
2020-07-12 19:56:28 -03,12280,"29.88
","1012.74
","76.70
","0.00
","90
",,,,
2020-07-12 19:56:59 -03,12281,"29.84
","1012.70
","76.80
","0.00
","90
",,,,
2020-07-12 19:57:31 -03,12282,"29.86
","1012.73
","76.70
","12.56
","90
",,,,
2020-07-12 19:58:02 -03,12283,"29.88
","1012.72
","76.70
","0.00
","90
",,,,
2020-07-12 19:58:33 -03,12284,"29.86
","1012.72
","76.70
","0.00
","90
",,,,
2020-07-12 19:59:05 -03,12285,"29.87
","1012.75
","76.50
","0.00
","90
",,,,
2020-07-12 19:59:36 -03,12286,"29.87
","1012.73
","76.70
","0.00
","90
",,,,
2020-07-12 20:00:08 -03,12287,"29.88
","1012.75
","76.90
","0.00
","90
",,,,
2020-07-12 20:00:39 -03,12288,"29.88
","1012.72
","76.70
","0.00
","90
",,,,
2020-07-12 20:01:11 -03,12289,"29.89
","1012.72
","76.70
","0.00
","90
",,,,
2020-07-12 20:01:42 -03,12290,"29.90
","1012.73
","76.50
","0.00
","90
",,,,
2020-07-12 20:02:13 -03,12291,"29.89
","1012.73
","76.70
","0.00
","90
",,,,
2020-07-12 20:02:45 -03,12292,"29.88
","1012.74
","76.80
","0.00
","90
",,,,
2020-07-12 20:03:16 -03,12293,"29.86
","1012.70
","76.90
","0.00
","90
",,,,
2020-07-12 20:03:48 -03,12294,"29.88
","1012.74
","77.00
","0.00
","90
",,,,
2020-07-12 20:04:19 -03,12295,"29.90
","1012.76
","76.90
","0.00
","90
",,,,
2020-07-12 20:04:51 -03,12296,"29.90
","1012.76
","76.80
","0.00
","90
",,,,
2020-07-12 20:05:22 -03,12297,"29.91
","1012.74
","76.80
","0.00
","90
",,,,
2020-07-12 20:05:53 -03,12298,"29.90
","1012.73
","76.80
","0.00
","90
",,,,
2020-07-12 20:06:25 -03,12299,"29.82
","1012.73
","76.80
","0.00
","90
",,,,
2020-07-12 20:06:56 -03,12300,"29.88
","1012.76
","76.80
","0.00
","90
",,,,
2020-07-12 20:07:27 -03,12301,"29.90
","1012.76
","76.90
","0.00
","90
",,,,
2020-07-12 20:07:59 -03,12302,"29.92
","1012.81
","76.90
","0.00
","90
",,,,
2020-07-12 20:08:30 -03,12303,"29.93
","1012.83
","76.90
","0.00
","90
",,,,
2020-07-12 20:09:02 -03,12304,"29.93
","1012.80
","76.80
","0.00
","135
",,,,
2020-07-12 20:09:33 -03,12305,"29.91
","1012.79
","76.50
","0.00
","90
",,,,
2020-07-12 20:10:04 -03,12306,"29.92
","1012.75
","76.40
","0.00
","90
",,,,
2020-07-12 20:10:36 -03,12307,"29.92
","1012.78
","76.50
","0.00
","90
",,,,
2020-07-12 20:11:07 -03,12308,"29.93
","1012.81
","76.40
","0.00
","90
",,,,
2020-07-12 20:11:38 -03,12309,"29.94
","1012.86
","76.30
","0.00
","90
",,,,
2020-07-12 20:12:10 -03,12310,"29.95
","1012.87
","76.40
","0.00
","90
",,,,
2020-07-12 20:12:41 -03,12311,"29.96
","1012.82
","76.50
","0.00
","90
",,,,
2020-07-12 20:13:13 -03,12312,"29.97
","1012.82
","76.60
","0.00
","90
",,,,
2020-07-12 20:13:44 -03,12313,"29.99
","1012.84
","76.60
","0.00
","90
",,,,
2020-07-12 20:14:15 -03,12314,"29.99
","1012.89
","76.50
","0.00
","90
",,,,
2020-07-12 20:14:47 -03,12315,"29.99
","1012.89
","76.40
","0.00
","90
",,,,
2020-07-12 20:15:18 -03,12316,"29.98
","1012.88
","76.40
","0.00
","90
",,,,
2020-07-12 20:15:49 -03,12317,"29.98
","1012.87
","76.30
","0.00
","90
",,,,
2020-07-12 20:16:21 -03,12318,"29.98
","1012.87
","76.20
","0.00
","90
",,,,
2020-07-12 20:16:52 -03,12319,"29.98
","1012.91
","76.50
","0.00
","90
",,,,
2020-07-12 20:17:23 -03,12320,"29.96
","1012.91
","76.60
","0.00
","90
",,,,
2020-07-12 20:17:55 -03,12321,"29.94
","1012.94
","76.60
","0.00
","90
",,,,
2020-07-12 20:18:26 -03,12322,"29.94
","1012.87
","76.60
","0.00
","90
",,,,
2020-07-12 20:18:58 -03,12323,"29.94
","1012.92
","76.80
","0.00
","90
",,,,
2020-07-12 20:19:29 -03,12324,"29.94
","1012.93
","76.90
","0.00
","90
",,,,
2020-07-12 20:20:00 -03,12325,"29.94
","1012.90
","77.00
","0.00
","90
",,,,
2020-07-12 20:20:32 -03,12326,"29.93
","1012.92
","77.20
","0.00
","90
",,,,
2020-07-12 20:21:03 -03,12327,"29.91
","1012.91
","77.10
","0.00
","90
",,,,
2020-07-12 20:21:34 -03,12328,"29.92
","1012.93
","77.10
","0.00
","90
",,,,
2020-07-12 20:22:06 -03,12329,"29.95
","1012.92
","77.20
","0.00
","90
",,,,
2020-07-12 20:22:37 -03,12330,"29.94
","1012.89
","77.30
","0.00
","90
",,,,
2020-07-12 20:23:09 -03,12331,"29.93
","1012.94
","77.00
","0.00
","90
",,,,
2020-07-12 20:23:40 -03,12332,"29.95
","1012.92
","77.10
","0.00
","90
",,,,
2020-07-12 20:24:11 -03,12333,"29.94
","1012.94
","77.10
","0.00
","90
",,,,
2020-07-12 20:24:43 -03,12334,"29.94
","1012.92
","77.20
","0.00
","90
",,,,
2020-07-12 20:25:14 -03,12335,"29.95
","1012.96
","77.20
","0.00
","90
",,,,
2020-07-12 20:25:45 -03,12336,"29.97
","1012.96
","77.20
","0.00
","90
",,,,
2020-07-12 20:26:17 -03,12337,"29.95
","1012.95
","77.10
","0.00
","90
",,,,
2020-07-12 20:26:48 -03,12338,"29.96
","1012.97
","77.20
","0.00
","90
",,,,
2020-07-12 20:27:20 -03,12339,"29.96
","1012.94
","77.40
","0.00
","90
",,,,
2020-07-12 20:27:51 -03,12340,"29.97
","1013.01
","77.20
","0.00
","90
",,,,
2020-07-12 20:28:22 -03,12341,"29.96
","1012.99
","77.00
","0.00
","90
",,,,
2020-07-12 20:28:54 -03,12342,"29.95
","1012.97
","76.90
","0.00
","135
",,,,
2020-07-12 20:29:25 -03,12343,"29.96
","1012.97
","77.10
","0.00
","90
",,,,
2020-07-12 20:29:56 -03,12344,"29.96
","1013.00
","77.30
","0.00
","90
",,,,
2020-07-12 20:30:28 -03,12345,"29.95
","1013.04
","77.20
","0.00
","90
",,,,
2020-07-12 20:30:59 -03,12346,"29.95
","1013.01
","77.10
","0.00
","90
",,,,
2020-07-12 20:31:31 -03,12347,"29.96
","1013.01
","76.80
","0.00
","90
",,,,
2020-07-12 20:32:02 -03,12348,"29.95
","1013.04
","77.00
","0.00
","90
",,,,
2020-07-12 20:32:33 -03,12349,"29.96
","1013.06
","76.90
","0.00
","90
",,,,
2020-07-12 20:33:05 -03,12350,"29.93
","1013.07
","77.00
","0.00
","90
",,,,
2020-07-12 20:33:36 -03,12351,"29.92
","1013.06
","76.90
","0.00
","90
",,,,
2020-07-12 20:34:07 -03,12352,"29.91
","1013.01
","77.20
","0.00
","90
",,,,
2020-07-12 20:34:39 -03,12353,"29.90
","1013.08
","77.00
","0.00
","90
",,,,
2020-07-12 20:35:10 -03,12354,"29.92
","1013.01
","77.00
","0.00
","90
",,,,
2020-07-12 20:35:41 -03,12355,"29.93
","1013.06
","76.90
","0.00
","90
",,,,
2020-07-12 20:36:13 -03,12356,"29.92
","1013.01
","76.80
","0.00
","90
",,,,
2020-07-12 20:36:44 -03,12357,"29.93
","1013.02
","77.00
","0.00
","90
",,,,
2020-07-12 20:37:16 -03,12358,"29.93
","1013.04
","76.90
","0.00
","90
",,,,
2020-07-12 20:37:47 -03,12359,"29.94
","1013.07
","76.80
","0.00
","90
",,,,
2020-07-12 20:38:18 -03,12360,"29.96
","1013.08
","76.90
","0.00
","90
",,,,
2020-07-12 20:38:50 -03,12361,"29.95
","1013.12
","76.90
","0.00
","90
",,,,
2020-07-12 20:39:21 -03,12362,"29.91
","1013.14
","76.70
","0.00
","90
",,,,
2020-07-12 20:39:52 -03,12363,"29.91
","1013.06
","76.50
","0.00
","90
",,,,
2020-07-12 20:40:24 -03,12364,"29.92
","1013.13
","76.60
","0.00
","90
",,,,
2020-07-12 20:40:55 -03,12365,"29.94
","1013.09
","76.60
","0.00
","90
",,,,
2020-07-12 20:41:27 -03,12366,"29.93
","1013.12
","76.90
","0.00
","90
",,,,
2020-07-12 20:41:58 -03,12367,"29.93
","1013.11
","76.80
","0.00
","90
",,,,
2020-07-12 20:42:29 -03,12368,"29.92
","1013.11
","76.50
","0.00
","90
",,,,
2020-07-12 20:43:01 -03,12369,"29.93
","1013.11
","76.70
","0.00
","90
",,,,
2020-07-12 20:43:32 -03,12370,"29.92
","1013.15
","76.90
","0.00
","90
",,,,
2020-07-12 20:44:04 -03,12371,"29.89
","1013.15
","76.90
","0.00
","90
",,,,
2020-07-12 20:44:35 -03,12372,"29.87
","1013.16
","77.00
","0.00
","135
",,,,
2020-07-12 20:45:06 -03,12373,"29.87
","1013.15
","76.80
","0.00
","135
",,,,
2020-07-12 20:45:38 -03,12374,"29.87
","1013.16
","77.10
","0.00
","135
",,,,
2020-07-12 20:46:09 -03,12375,"29.87
","1013.21
","77.30
","0.00
","135
",,,,
2020-07-12 20:46:40 -03,12376,"29.88
","1013.22
","77.40
","0.00
","135
",,,,
2020-07-12 20:47:12 -03,12377,"29.88
","1013.18
","77.50
","0.00
","135
",,,,
2020-07-12 20:47:43 -03,12378,"29.88
","1013.20
","77.30
","0.00
","135
",,,,
2020-07-12 20:48:15 -03,12379,"29.89
","1013.17
","77.40
","0.00
","135
",,,,
2020-07-12 20:48:46 -03,12380,"29.90
","1013.20
","77.20
","0.00
","135
",,,,
2020-07-12 20:49:17 -03,12381,"29.91
","1013.22
","77.20
","0.00
","135
",,,,
2020-07-12 20:49:49 -03,12382,"29.91
","1013.21
","77.00
","0.00
","135
",,,,
2020-07-12 20:50:20 -03,12383,"29.91
","1013.23
","77.00
","0.00
","135
",,,,
2020-07-12 20:50:52 -03,12384,"29.90
","1013.26
","77.00
","0.00
","135
",,,,
2020-07-12 20:51:23 -03,12385,"29.90
","1013.26
","77.10
","0.00
","90
",,,,
2020-07-12 20:51:54 -03,12386,"29.91
","1013.23
","77.20
","0.00
","90
",,,,
2020-07-12 20:52:26 -03,12387,"29.92
","1013.28
","77.10
","0.00
","90
",,,,
2020-07-12 20:52:57 -03,12388,"29.93
","1013.33
","77.10
","0.00
","90
",,,,
2020-07-12 20:53:28 -03,12389,"29.91
","1013.30
","77.30
","0.00
","90
",,,,
2020-07-12 20:54:00 -03,12390,"29.91
","1013.35
","77.10
","0.00
","90
",,,,
2020-07-12 20:54:31 -03,12391,"29.90
","1013.34
","77.20
","0.00
","90
",,,,
2020-07-12 20:55:03 -03,12392,"29.89
","1013.35
","77.10
","0.00
","90
",,,,
2020-07-12 20:55:34 -03,12393,"29.91
","1013.35
","76.90
","0.00
","90
",,,,
2020-07-12 20:56:05 -03,12394,"29.89
","1013.40
","77.00
","0.00
","90
",,,,
2020-07-12 20:56:37 -03,12395,"29.88
","1013.42
","77.20
","0.00
","90
",,,,
2020-07-12 20:57:08 -03,12396,"29.88
","1013.43
","77.20
","0.00
","90
",,,,
2020-07-12 20:57:40 -03,12397,"29.87
","1013.45
","77.10
","0.00
","90
",,,,
2020-07-12 20:58:11 -03,12398,"29.85
","1013.46
","77.10
","0.00
","90
",,,,
2020-07-12 20:58:43 -03,12399,"29.86
","1013.41
","77.20
","0.00
","90
",,,,
2020-07-12 20:59:14 -03,12400,"29.87
","1013.52
","77.30
","0.00
","90
",,,,
2020-07-12 20:59:45 -03,12401,"29.87
","1013.41
","77.50
","0.00
","90
",,,,
2020-07-12 21:00:17 -03,12402,"29.88
","1013.48
","77.60
","0.00
","90
",,,,
2020-07-12 21:00:48 -03,12403,"29.87
","1013.49
","77.50
","0.00
","90
",,,,
2020-07-12 21:01:19 -03,12404,"29.88
","1013.47
","77.50
","0.00
","90
",,,,
2020-07-12 21:01:51 -03,12405,"29.88
","1013.47
","77.50
","0.00
","90
",,,,
2020-07-12 21:02:22 -03,12406,"29.87
","1013.50
","77.50
","0.00
","90
",,,,
2020-07-12 21:02:53 -03,12407,"29.85
","1013.51
","77.30
","0.00
","90
",,,,
2020-07-12 21:03:25 -03,12408,"29.87
","1013.53
","77.20
","0.00
","90
",,,,
2020-07-12 21:03:56 -03,12409,"29.89
","1013.54
","77.20
","0.00
","90
",,,,
2020-07-12 21:04:28 -03,12410,"29.90
","1013.54
","77.20
","0.00
","90
",,,,
2020-07-12 21:04:59 -03,12411,"29.93
","1013.48
","77.00
","0.00
","90
",,,,
2020-07-12 21:05:30 -03,12412,"29.94
","1013.49
","76.90
","0.00
","90
",,,,
2020-07-12 21:06:02 -03,12413,"29.93
","1013.50
","76.80
","0.00
","90
",,,,
2020-07-12 21:06:33 -03,12414,"29.92
","1013.52
","76.70
","0.00
","90
",,,,
2020-07-12 21:07:04 -03,12415,"29.93
","1013.56
","76.70
","0.00
","90
",,,,
2020-07-12 21:07:36 -03,12416,"29.92
","1013.55
","76.80
","0.00
","90
",,,,
2020-07-12 21:08:07 -03,12417,"29.92
","1013.54
","76.50
","0.00
","90
",,,,
2020-07-12 21:08:39 -03,12418,"29.95
","1013.44
","76.40
","0.00
","90
",,,,
2020-07-12 21:09:10 -03,12419,"29.92
","1013.50
","76.50
","0.00
","90
",,,,
2020-07-12 21:09:41 -03,12420,"29.96
","1013.48
","76.40
","0.00
","90
",,,,
2020-07-12 21:10:13 -03,12421,"29.95
","1013.47
","76.30
","0.00
","90
",,,,
2020-07-12 21:10:44 -03,12422,"29.93
","1013.50
","76.40
","0.00
","90
",,,,
2020-07-12 21:11:15 -03,12423,"29.94
","1013.57
","76.20
","0.00
","90
",,,,
2020-07-12 21:11:47 -03,12424,"29.93
","1013.65
","76.30
","0.00
","90
",,,,
2020-07-12 21:12:18 -03,12425,"29.96
","1013.58
","76.30
","0.00
","90
",,,,
2020-07-12 21:12:49 -03,12426,"29.95
","1013.59
","76.10
","0.00
","90
",,,,
2020-07-12 21:13:21 -03,12427,"29.95
","1013.64
","76.10
","0.00
","90
",,,,
2020-07-12 21:13:52 -03,12428,"29.95
","1013.63
","76.30
","0.00
","90
",,,,
2020-07-12 21:14:24 -03,12429,"29.91
","1013.59
","76.30
","0.00
","90
",,,,
2020-07-12 21:14:55 -03,12430,"29.90
","1013.62
","76.40
","0.00
","90
",,,,
2020-07-12 21:15:27 -03,12431,"29.90
","1013.59
","76.60
","0.00
","90
",,,,
2020-07-12 21:15:58 -03,12432,"29.92
","1013.60
","76.70
","0.00
","90
",,,,
2020-07-12 21:16:29 -03,12433,"29.89
","1013.68
","76.80
","0.00
","90
",,,,
2020-07-12 21:17:01 -03,12434,"29.90
","1013.67
","76.90
","0.00
","90
",,,,
2020-07-12 21:17:32 -03,12435,"29.90
","1013.69
","77.10
","0.00
","90
",,,,
2020-07-12 21:18:03 -03,12436,"29.91
","1013.68
","76.90
","0.00
","90
",,,,
2020-07-12 21:18:35 -03,12437,"29.90
","1013.66
","77.00
","0.00
","90
",,,,
2020-07-12 21:19:06 -03,12438,"29.89
","1013.70
","77.00
","0.00
","90
",,,,
2020-07-12 21:19:37 -03,12439,"29.89
","1013.74
","77.30
","0.00
","90
",,,,
2020-07-12 21:20:09 -03,12440,"29.87
","1013.67
","77.30
","0.00
","90
",,,,
2020-07-12 21:20:40 -03,12441,"29.86
","1013.73
","77.40
","0.00
","90
",,,,
2020-07-12 21:21:12 -03,12442,"29.86
","1013.69
","77.40
","0.00
","90
",,,,
2020-07-12 21:21:43 -03,12443,"29.86
","1013.69
","77.60
","0.00
","90
",,,,
2020-07-12 21:22:15 -03,12444,"29.86
","1013.68
","78.00
","0.00
","90
",,,,
2020-07-12 21:22:46 -03,12445,"29.88
","1013.67
","77.60
","0.00
","90
",,,,
2020-07-12 21:23:17 -03,12446,"29.89
","1013.69
","77.60
","0.00
","90
",,,,
2020-07-12 21:23:49 -03,12447,"29.85
","1013.61
","77.30
","0.00
","90
",,,,
2020-07-12 21:24:20 -03,12448,"29.88
","1013.61
","77.60
","0.00
","90
",,,,
2020-07-12 21:24:52 -03,12449,"29.89
","1013.59
","77.70
","0.00
","90
",,,,
2020-07-12 21:25:23 -03,12450,"29.86
","1013.65
","77.60
","0.00
","90
",,,,
2020-07-12 21:25:55 -03,12451,"29.88
","1013.59
","77.60
","0.00
","90
",,,,
2020-07-12 21:26:26 -03,12452,"29.87
","1013.63
","77.60
","0.00
","90
",,,,
2020-07-12 21:26:57 -03,12453,"29.89
","1013.63
","77.70
","0.00
","90
",,,,
2020-07-12 21:27:29 -03,12454,"29.90
","1013.60
","77.60
","0.00
","90
",,,,
2020-07-12 21:28:00 -03,12455,"29.89
","1013.61
","77.60
","0.00
","90
",,,,
2020-07-12 21:28:31 -03,12456,"29.91
","1013.63
","77.50
","0.00
","90
",,,,
2020-07-12 21:29:03 -03,12457,"29.92
","1013.61
","77.50
","0.00
","90
",,,,
2020-07-12 21:29:34 -03,12458,"29.92
","1013.64
","77.20
","0.00
","90
",,,,
2020-07-12 21:30:05 -03,12459,"29.92
","1013.60
","77.20
","0.00
","90
",,,,
2020-07-12 21:30:37 -03,12460,"29.92
","1013.65
","77.20
","0.00
","90
",,,,
2020-07-12 21:31:09 -03,12461,"29.92
","1013.65
","77.30
","0.00
","90
",,,,
2020-07-12 21:31:41 -03,12462,"29.94
","1013.65
","77.10
","0.00
","90
",,,,
2020-07-12 21:32:12 -03,12463,"29.93
","1013.64
","77.20
","0.00
","90
",,,,
2020-07-12 21:32:43 -03,12464,"29.92
","1013.63
","77.10
","0.00
","90
",,,,
2020-07-12 21:33:15 -03,12465,"29.90
","1013.59
","77.20
","0.00
","90
",,,,
2020-07-12 21:33:46 -03,12466,"29.86
","1013.62
","77.10
","0.00
","90
",,,,
2020-07-12 21:34:17 -03,12467,"29.80
","1013.64
","77.00
","0.00
","90
",,,,
2020-07-12 21:34:49 -03,12468,"29.80
","1013.62
","77.40
","0.00
","135
",,,,
2020-07-12 21:35:20 -03,12469,"29.77
","1013.63
","77.50
","0.00
","135
",,,,
2020-07-12 21:35:52 -03,12470,"29.71
","1013.63
","77.40
","0.00
","135
",,,,
2020-07-12 21:36:23 -03,12471,"29.74
","1013.59
","77.60
","0.00
","135
",,,,
2020-07-12 21:36:55 -03,12472,"29.75
","1013.64
","77.90
","0.00
","135
",,,,
2020-07-12 21:37:26 -03,12473,"29.75
","1013.57
","78.20
","0.00
","135
",,,,
2020-07-12 21:37:57 -03,12474,"29.75
","1013.64
","78.10
","0.00
","135
",,,,
2020-07-12 21:38:29 -03,12475,"29.73
","1013.62
","78.20
","0.00
","135
",,,,
2020-07-12 21:39:00 -03,12476,"29.73
","1013.64
","78.30
","0.00
","135
",,,,
2020-07-12 21:39:31 -03,12477,"29.72
","1013.62
","78.40
","0.00
","135
",,,,
2020-07-12 21:40:03 -03,12478,"29.71
","1013.60
","78.30
","0.00
","135
",,,,
2020-07-12 21:40:34 -03,12479,"29.69
","1013.59
","78.40
","0.00
","90
",,,,
2020-07-12 21:41:05 -03,12480,"29.68
","1013.62
","78.60
","0.00
","90
",,,,
2020-07-12 21:41:37 -03,12481,"29.68
","1013.63
","78.50
","0.00
","90
",,,,
2020-07-12 21:42:08 -03,12482,"29.67
","1013.62
","78.60
","0.00
","90
",,,,
2020-07-12 21:42:40 -03,12483,"29.66
","1013.64
","78.70
","0.00
","90
",,,,
2020-07-12 21:43:11 -03,12484,"29.65
","1013.63
","78.60
","0.00
","90
",,,,
2020-07-12 21:43:42 -03,12485,"29.64
","1013.61
","78.90
","0.00
","90
",,,,
2020-07-12 21:44:14 -03,12486,"29.64
","1013.61
","78.80
","0.00
","90
",,,,
2020-07-12 21:44:45 -03,12487,"29.63
","1013.62
","78.80
","0.00
","90
",,,,
2020-07-12 21:45:16 -03,12488,"29.62
","1013.65
","78.90
","0.00
","90
",,,,
2020-07-12 21:45:48 -03,12489,"29.61
","1013.61
","78.80
","0.00
","90
",,,,
2020-07-12 21:46:19 -03,12490,"29.61
","1013.68
","78.80
","0.00
","135
",,,,
2020-07-12 21:46:51 -03,12491,"29.59
","1013.64
","78.90
","0.00
","135
",,,,
2020-07-12 21:47:22 -03,12492,"29.59
","1013.63
","78.90
","0.00
","135
",,,,
2020-07-12 21:47:54 -03,12493,"29.58
","1013.66
","79.20
","0.00
","135
",,,,
2020-07-12 21:48:25 -03,12494,"29.57
","1013.67
","79.10
","0.00
","135
",,,,
2020-07-12 21:48:57 -03,12495,"29.58
","1013.63
","79.30
","0.00
","135
",,,,
2020-07-12 21:49:28 -03,12496,"29.56
","1013.65
","79.20
","0.00
","135
",,,,
2020-07-12 21:49:59 -03,12497,"29.55
","1013.63
","79.20
","0.00
","135
",,,,
2020-07-12 21:50:31 -03,12498,"29.54
","1013.59
","79.10
","0.00
","90
",,,,
2020-07-12 21:51:02 -03,12499,"29.50
","1013.60
","79.20
","0.00
","90
",,,,
2020-07-12 21:51:34 -03,12500,"29.37
","1013.69
","78.90
","0.00
","90
",,,,
2020-07-12 21:52:05 -03,12501,"29.42
","1013.60
","79.00
","0.00
","90
",,,,
2020-07-12 21:52:37 -03,12502,"29.41
","1013.61
","79.40
","0.00
","90
",,,,
2020-07-12 21:53:08 -03,12503,"29.42
","1013.57
","78.80
","0.00
","135
",,,,
2020-07-12 21:53:39 -03,12504,"29.32
","1013.66
","78.80
","0.00
","135
",,,,
2020-07-12 21:54:11 -03,12505,"29.37
","1013.66
","79.00
","0.00
","90
",,,,
2020-07-12 21:54:42 -03,12506,"29.41
","1013.62
","79.20
","0.00
","90
",,,,
2020-07-12 21:55:13 -03,12507,"29.43
","1013.64
","79.10
","0.00
","90
",,,,
2020-07-12 21:55:45 -03,12508,"29.44
","1013.66
","78.90
","0.00
","90
",,,,
2020-07-12 21:56:16 -03,12509,"29.42
","1013.63
","78.80
","0.00
","90
",,,,
2020-07-12 21:56:48 -03,12510,"29.30
","1013.66
","78.70
","0.00
","90
",,,,
2020-07-12 21:57:19 -03,12511,"29.30
","1013.65
","78.40
","0.00
","90
",,,,
2020-07-12 21:57:50 -03,12512,"29.35
","1013.68
","78.90
","0.00
","90
",,,,
2020-07-12 21:58:22 -03,12513,"29.37
","1013.67
","79.10
","0.00
","90
",,,,
2020-07-12 21:58:53 -03,12514,"29.38
","1013.61
","79.00
","0.00
","90
",,,,
2020-07-12 21:59:25 -03,12515,"29.39
","1013.68
","78.90
","0.00
","90
",,,,
2020-07-12 21:59:56 -03,12516,"29.38
","1013.68
","78.80
","0.00
","90
",,,,
2020-07-12 22:00:27 -03,12517,"29.38
","1013.69
","78.70
","0.00
","90
",,,,
2020-07-12 22:00:59 -03,12518,"29.38
","1013.62
","78.70
","0.00
","90
",,,,
2020-07-12 22:01:30 -03,12519,"29.38
","1013.70
","78.80
","0.00
","90
",,,,
2020-07-12 22:02:02 -03,12520,"29.37
","1013.69
","78.80
","0.00
","135
",,,,
2020-07-12 22:02:33 -03,12521,"29.37
","1013.68
","78.80
","0.00
","135
",,,,
2020-07-12 22:03:04 -03,12522,"29.38
","1013.67
","79.00
","0.00
","135
",,,,
2020-07-12 22:03:36 -03,12523,"29.39
","1013.69
","78.80
","0.00
","90
",,,,
2020-07-12 22:04:07 -03,12524,"29.38
","1013.69
","78.80
","0.00
","90
",,,,
2020-07-12 22:04:39 -03,12525,"29.39
","1013.72
","78.60
","0.00
","90
",,,,
2020-07-12 22:05:10 -03,12526,"29.33
","1013.74
","78.50
","0.00
","90
",,,,
2020-07-12 22:05:41 -03,12527,"29.28
","1013.72
","78.60
","0.00
","90
",,,,
2020-07-12 22:06:13 -03,12528,"29.31
","1013.71
","78.60
","0.00
","90
",,,,
2020-07-12 22:06:44 -03,12529,"29.32
","1013.75
","78.70
","0.00
","90
",,,,
2020-07-12 22:07:15 -03,12530,"29.34
","1013.67
","78.70
","0.00
","45
",,,,
2020-07-12 22:07:47 -03,12531,"29.33
","1013.75
","78.80
","0.00
","90
",,,,
2020-07-12 22:08:18 -03,12532,"29.32
","1013.74
","78.40
","0.00
","90
",,,,
2020-07-12 22:08:50 -03,12533,"29.33
","1013.75
","78.40
","0.00
","135
",,,,
2020-07-12 22:09:21 -03,12534,"29.32
","1013.73
","78.60
","0.00
","90
",,,,
2020-07-12 22:09:52 -03,12535,"29.33
","1013.75
","78.40
","0.00
","90
",,,,
2020-07-12 22:10:24 -03,12536,"29.33
","1013.77
","78.40
","0.00
","90
",,,,
2020-07-12 22:10:55 -03,12537,"29.34
","1013.76
","78.50
","0.00
","90
",,,,
2020-07-12 22:11:26 -03,12538,"29.34
","1013.75
","78.30
","0.00
","90
",,,,
2020-07-12 22:11:58 -03,12539,"29.33
","1013.76
","78.30
","0.00
","90
",,,,
2020-07-12 22:12:29 -03,12540,"29.33
","1013.76
","78.10
","0.00
","90
",,,,
2020-07-12 22:13:01 -03,12541,"29.33
","1013.76
","78.30
","0.00
","90
",,,,
2020-07-12 22:13:32 -03,12542,"29.33
","1013.76
","78.40
","0.00
","90
",,,,
2020-07-12 22:14:03 -03,12543,"29.33
","1013.78
","78.50
","0.00
","90
",,,,
2020-07-12 22:14:35 -03,12544,"29.32
","1013.76
","78.50
","0.00
","90
",,,,
2020-07-12 22:15:06 -03,12545,"29.30
","1013.75
","78.30
","0.00
","135
",,,,
2020-07-12 22:15:37 -03,12546,"29.29
","1013.76
","78.20
","0.00
","90
",,,,
2020-07-12 22:16:09 -03,12547,"29.30
","1013.77
","77.90
","0.00
","90
",,,,
2020-07-12 22:16:40 -03,12548,"29.29
","1013.74
","78.00
","0.00
","90
",,,,
2020-07-12 22:17:11 -03,12549,"29.29
","1013.76
","78.10
","0.00
","90
",,,,
2020-07-12 22:17:43 -03,12550,"29.29
","1013.77
","78.10
","0.00
","90
",,,,
2020-07-12 22:18:14 -03,12551,"29.29
","1013.73
","78.20
","0.00
","90
",,,,
2020-07-12 22:18:46 -03,12552,"29.30
","1013.79
","78.20
","0.00
","135
",,,,
2020-07-12 22:19:17 -03,12553,"29.30
","1013.77
","78.50
","0.00
","135
",,,,
2020-07-12 22:19:48 -03,12554,"29.29
","1013.77
","78.30
","0.00
","90
",,,,
2020-07-12 22:20:20 -03,12555,"29.29
","1013.76
","78.50
","0.00
","90
",,,,
2020-07-12 22:20:51 -03,12556,"29.28
","1013.75
","78.10
","0.00
","90
",,,,
2020-07-12 22:21:22 -03,12557,"29.27
","1013.77
","78.30
","0.00
","90
",,,,
